"call_number","unit_id","incident_number","call_type","call_date","watch_date","received_dttm","entry_dttm","dispatch_dttm","response_dttm","on_scene_dttm","transport_dttm","hospital_dttm","call_final_disposition","available_dttm","address","city","zipcode_of_incident","battalion","station_area","box","original_priority","priority","final_priority","als_unit","call_type_group","number_of_alarms","unit_type","unit_sequence_in_call_dispatch","fire_prevention_district","supervisor_district","neighborhoods_analysis_boundaries","rowid","case_location","data_as_of","data_loaded_at",":@computed_region_ajp5_b2md"
"051250372","E01","05033515","Other","2005-05-05T00:00:00.000","2005-05-05T00:00:00.000","2005-05-05T21:44:55.000","2005-05-05T21:44:56.000","2005-05-05T21:44:56.000",,,,,"Fire","2005-05-05T21:45:13.000","FRANKLIN ST/PINE ST","SF","94109","B04","38","3224","3","3","3","true",,"1","ENGINE","1","4","2","Western Addition","051250372-E01","POINT (-122.42378 37.789204)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","39"
"051260306","T19","05033743","Alarms","2005-05-06T00:00:00.000","2005-05-06T00:00:00.000","2005-05-06T17:17:09.000","2005-05-06T17:17:53.000","2005-05-06T17:17:59.000","2005-05-06T17:18:32.000","2005-05-06T17:22:54.000",,,"Other","2005-05-06T17:32:37.000","PINTO AVE/ARBALLO DR","SF","94132","B08","19","8582","3","3","3","true",,"1","TRUCK","2","8","7","Lakeshore","051260306-T19","POINT (-122.48302 37.72045)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","16"
"051280295","T11","05034338","Medical Incident","2005-05-08T00:00:00.000","2005-05-08T00:00:00.000","2005-05-08T23:17:07.000","2005-05-08T23:18:41.000","2005-05-08T23:20:17.000","2005-05-08T23:21:53.000",,,,"Other","2005-05-08T23:22:53.000","23RD ST/MISSION ST","SF","94110","B06","11","5525","3","3","3","false",,"1","TRUCK","4","6","9","Mission","051280295-T11","POINT (-122.418594 37.753838)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","20"
"051290277","E29","05034532","Medical Incident","2005-05-09T00:00:00.000","2005-05-09T00:00:00.000","2005-05-09T17:27:07.000","2005-05-09T17:30:41.000","2005-05-09T17:30:56.000",,,,,"Other",,"21ST ST/POTRERO AVE","SF","94110","B10","07","2553","3","3","3","true",,"1","ENGINE","3","10","10","Mission","051290277-E29","POINT (-122.4068 37.757763)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","20"
"051300155","M01","05034692","Medical Incident","2005-05-10T00:00:00.000","2005-05-10T00:00:00.000","2005-05-10T11:02:53.000","2005-05-10T11:06:01.000","2005-05-10T11:06:43.000",,,,,"Other",,"06TH ST/MISSION ST","SF","94103","B03","01","2251","3","3","3","true",,"1","MEDIC","3","3","6","South of Market","051300155-M01","POINT (-122.40871 37.78097)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","34"
"051310162","E03","05034941","Medical Incident","2005-05-11T00:00:00.000","2005-05-11T00:00:00.000","2005-05-11T11:24:27.000","2005-05-11T11:25:35.000","2005-05-11T11:26:19.000",,,,,"Other","2005-05-11T11:29:01.000","EDDY ST/MASON ST","SF","94102","B03","01","1453","3","3","3","true",,"1","ENGINE","4","3","6","Tenderloin","051310162-E03","POINT (-122.40931 37.784348)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","36"
"051310269","T01","05035005","Alarms","2005-05-11T00:00:00.000","2005-05-11T00:00:00.000","2005-05-11T15:30:42.000","2005-05-11T15:31:41.000","2005-05-11T15:31:59.000","2005-05-11T15:33:17.000",,,,"Other","2005-05-11T15:44:21.000","EDDY ST/MASON ST","SF","94102","B03","01","1365","3","3","3","false",,"1","TRUCK","3","3","6","Tenderloin","051310269-T01","POINT (-122.40931 37.784348)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","36"
"051310328","M12","05035051","Traffic Collision","2005-05-11T00:00:00.000","2005-05-11T00:00:00.000","2005-05-11T17:28:18.000","2005-05-11T17:31:02.000","2005-05-11T17:32:53.000","2005-05-11T17:34:42.000",,,,"Other",,"CASTRO ST/24TH ST","SF","94114","B06","24","5521","3","3","3","true",,"1","MEDIC","4","6","8","Noe Valley","051310328-M12","POINT (-122.43409 37.751305)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","22"
"051340034","T03","05035664","Other","2005-05-14T00:00:00.000","2005-05-13T00:00:00.000","2005-05-14T02:50:20.000","2005-05-14T02:51:25.000","2005-05-14T02:51:52.000","2005-05-14T02:54:28.000","2005-05-14T02:56:25.000",,,"Other","2005-05-14T03:15:29.000","LARKIN ST/CALIFORNIA ST","SF","94109","B04","41","1635","3","3","3","false",,"1","TRUCK","1","4","3","Nob Hill","051340034-T03","POINT (-122.41904 37.790787)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","21"
"051340152","T07","05035736","Alarms","2005-05-14T00:00:00.000","2005-05-14T00:00:00.000","2005-05-14T11:29:26.000","2005-05-14T11:30:49.000","2005-05-14T11:30:58.000","2005-05-14T11:31:51.000","2005-05-14T11:40:06.000",,,"Other","2005-05-14T11:40:14.000","21ST ST/BRYANT ST","SF","94110","B06","07","5474","3","3","3","false",,"1","TRUCK","3","6","9","Mission","051340152-T07","POINT (-122.40959 37.757595)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","20"
"051350020","E01","05035929","Medical Incident","2005-05-15T00:00:00.000","2005-05-14T00:00:00.000","2005-05-15T01:05:42.000","2005-05-15T01:08:00.000","2005-05-15T01:10:40.000",,,,,"Other","2005-05-15T01:14:56.000","04TH ST/CLEMENTINA ST","SF","94103","B03","01","2214","3","3","3","true",,"1","ENGINE","2","3","6","South of Market","051350020-E01","POINT (-122.401695 37.78245)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","34"
"051350238","M32","05036092","Medical Incident","2005-05-15T00:00:00.000","2005-05-15T00:00:00.000","2005-05-15T15:16:24.000","2005-05-15T15:17:35.000","2005-05-15T15:19:07.000","2005-05-15T15:20:18.000",,,,"Other",,"44TH AVE/VICENTE ST","SF","94116","B08","18","7711","3","3","3","true",,"1","MEDIC","4","8","4","Sunset/Parkside","051350238-M32","POINT (-122.50221 37.738144)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","35"
"051360317","E14","05036420","Medical Incident","2005-05-16T00:00:00.000","2005-05-16T00:00:00.000","2005-05-16T22:09:03.000","2005-05-16T22:11:45.000","2005-05-16T22:11:55.000","2005-05-16T22:12:47.000",,,,"Other","2005-05-16T22:14:51.000","LAKE ST/12TH AVE","SF","94118","B07","31","7137","3","3","3","true",,"1","ENGINE","4","7","2","Inner Richmond","051360317-E14","POINT (-122.471115 37.78639)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","11"
"051380353","E10","05036899","Alarms","2005-05-18T00:00:00.000","2005-05-18T00:00:00.000","2005-05-18T19:49:59.000","2005-05-18T19:51:21.000","2005-05-18T19:51:31.000","2005-05-18T19:53:15.000",,,,"Other","2005-05-18T19:55:29.000","UNION ST/BRODERICK ST","SF","94123","B04","16","4165","3","3","3","true",,"1","ENGINE","2","4","2","Marina","051380353-E10","POINT (-122.44376 37.796036)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","13"
"051400037","E05","05037243","Medical Incident","2005-05-20T00:00:00.000","2005-05-19T00:00:00.000","2005-05-20T04:44:41.000","2005-05-20T04:44:41.000","2005-05-20T04:44:41.000",,,,,"Other","2005-05-20T04:58:10.000","06TH ST/MISSION ST","SF","94103","B03","01","2251","2","2","2","true",,"1","ENGINE","2","3","6","South of Market","051400037-E05","POINT (-122.40871 37.78097)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","34"
"051400207","E08","05037344","Medical Incident","2005-05-20T00:00:00.000","2005-05-20T00:00:00.000","2005-05-20T13:49:30.000","2005-05-20T13:50:24.000","2005-05-20T13:50:54.000",,,,,"Other","2005-05-20T13:52:16.000","AVENUE B/HALIBUT CT","TI","94130","B03","48","2931","E","E","3","true",,"1","ENGINE","3","None","6","Treasure Island","051400207-E08","POINT (-122.375595 37.824524)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","37"
"051400209","T01","05037346","Medical Incident","2005-05-20T00:00:00.000","2005-05-20T00:00:00.000","2005-05-20T13:50:04.000","2005-05-20T13:52:00.000","2005-05-20T13:53:17.000","2005-05-20T13:55:51.000","2005-05-20T14:00:45.000",,,"Other","2005-05-20T14:02:08.000","POST ST/HYDE ST","SF","94109","B04","03","1543","3","3","3","false",,"1","TRUCK","2","4","3","Nob Hill","051400209-T01","POINT (-122.41664 37.787247)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","21"
"051400243","M03","05037368","Medical Incident","2005-05-20T00:00:00.000","2005-05-20T00:00:00.000","2005-05-20T14:57:09.000","2005-05-20T14:58:31.000","2005-05-20T14:58:43.000","2005-05-20T14:59:27.000",,,,"Other",,"TURK ST/DODGE ST","SF","94102","B02","03","1554","E","E","3","true",,"1","MEDIC","2","2","6","Tenderloin","051400243-M03","POINT (-122.416985 37.78242)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","36"
"051400368","B08","05037467","Medical Incident","2005-05-20T00:00:00.000","2005-05-20T00:00:00.000","2005-05-20T22:11:12.000","2005-05-20T22:12:21.000","2005-05-20T22:12:45.000",,"2005-05-20T22:16:48.000",,,"Other","2005-05-20T22:26:18.000","JUDAH ST/07TH AVE","SF","94122","B08","22","7332","3","3","3","false",,"1","CHIEF","2","8","5","Inner Sunset","051400368-B08","POINT (-122.46404 37.762268)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","14"
"051410054","T05","05037535","Alarms","2005-05-21T00:00:00.000","2005-05-20T00:00:00.000","2005-05-21T04:54:18.000","2005-05-21T04:55:31.000","2005-05-21T04:55:46.000","2005-05-21T04:58:27.000","2005-05-21T05:00:10.000",,,"Other","2005-05-21T05:13:57.000","GOUGH ST/FELL ST","SF","94102","B02","36","3314","3","3","3","false",,"1","TRUCK","3","2","5","Hayes Valley","051410054-T05","POINT (-122.42279 37.77595)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","9"
"051410147","B07","05037589","Medical Incident","2005-05-21T00:00:00.000","2005-05-21T00:00:00.000","2005-05-21T11:10:16.000","2005-05-21T11:11:57.000","2005-05-21T11:12:07.000",,"2005-05-21T11:17:32.000",,,"Other","2005-05-21T11:33:21.000","FULTON ST/09TH AVE","SF","94118","B07","31","7133","3","3","3","false",,"1","CHIEF","2","7","1","Inner Richmond","051410147-B07","POINT (-122.46695 37.77335)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","12"
"051410190","E34","05037627","Medical Incident","2005-05-21T00:00:00.000","2005-05-21T00:00:00.000","2005-05-21T13:36:02.000","2005-05-21T13:40:05.000","2005-05-21T13:40:52.000",,,,,"Other",,"GEARY BLVD/38TH AVE","SF","94121","B07","34","7255","3","3","3","false",,"1","ENGINE","1","7","1","Outer Richmond","051410190-E34","POINT (-122.498665 37.779457)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","29"
"051410253","M28","05037659","Medical Incident","2005-05-21T00:00:00.000","2005-05-21T00:00:00.000","2005-05-21T16:01:44.000","2005-05-21T16:03:59.000","2005-05-21T16:04:52.000",,,,,"Other","2005-05-21T16:05:51.000","STOCKTON ST/NORTH POINT ST","SF","94133","B01","28","1344","3","3","3","true",,"1","MEDIC","2","1","3","North Beach","051410253-M28","POINT (-122.4105 37.80696)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","23"
"051420015","M38","05037817","Medical Incident","2005-05-22T00:00:00.000","2005-05-21T00:00:00.000","2005-05-22T01:21:59.000","2005-05-22T01:22:00.000","2005-05-22T01:23:08.000",,,,,"Other","2005-05-22T01:24:41.000","OFARRELL ST/LARKIN ST","SF","94109","B04","03","1642","2","2","2","true",,"1","MEDIC","2","2","6","Tenderloin","051420015-M38","POINT (-122.4179 37.785168)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","36"
"051420049","B06","05037845","Alarms","2005-05-22T00:00:00.000","2005-05-21T00:00:00.000","2005-05-22T04:33:21.000","2005-05-22T04:35:42.000","2005-05-22T04:35:50.000","2005-05-22T04:37:42.000","2005-05-22T04:40:08.000",,,"Other","2005-05-22T04:57:54.000","22ND ST/GUERRERO ST","SF","94110","B06","11","5471","3","3","3","false",,"1","CHIEF","2","6","8","Mission","051420049-B06","POINT (-122.42318 37.75517)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","20"
"051460240","91","05039082","Medical Incident","2005-05-26T00:00:00.000","2005-05-26T00:00:00.000","2005-05-26T14:41:17.000","2005-05-26T14:41:41.000","2005-05-26T14:42:23.000",,"2005-05-26T14:48:21.000",,,"Other","2005-05-26T14:48:48.000","OFARRELL ST/JONES ST","SF","94102","B01","03","1462","2","2","2","true",,"1","MEDIC","1","2","6","Tenderloin","051460240-91","POINT (-122.41297 37.78579)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","36"
"051480065","E07","05039500","Medical Incident","2005-05-28T00:00:00.000","2005-05-27T00:00:00.000","2005-05-28T07:49:43.000","2005-05-28T07:51:57.000","2005-05-28T07:52:18.000",,,,,"Other","2005-05-28T07:52:22.000","FOLSOM ST/19TH ST","SF","94110","B06","07","5447","3","3","3","true",,"1","ENGINE","2","6","9","Mission","051480065-E07","POINT (-122.41484 37.760498)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","20"
"051480333","B02","05039678","Alarms","2005-05-28T00:00:00.000","2005-05-28T00:00:00.000","2005-05-28T22:56:07.000","2005-05-28T22:57:44.000","2005-05-28T22:58:04.000","2005-05-28T23:00:28.000","2005-05-28T23:03:28.000",,,"Fire","2005-05-28T23:07:36.000","EDDY ST/MASON ST","SF","94102","B03","01","1453","3","3","3","false",,"1","CHIEF","3","3","6","Tenderloin","051480333-B02","POINT (-122.40931 37.784348)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","36"
"051490028","E41","05039713","Medical Incident","2005-05-29T00:00:00.000","2005-05-28T00:00:00.000","2005-05-29T02:09:00.000","2005-05-29T02:11:09.000","2005-05-29T02:11:25.000",,,,,"Other","2005-05-29T02:24:40.000","COLUMBUS AVE/BROADWAY","SF","94133","B01","02","1311","3","3","3","true",,"1","ENGINE","4","1","3","Chinatown","051490028-E41","POINT (-122.40667 37.797863)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","6"
"051500005","T05","05039966","Alarms","2005-05-30T00:00:00.000","2005-05-29T00:00:00.000","2005-05-30T00:11:10.000","2005-05-30T00:15:16.000","2005-05-30T00:15:40.000","2005-05-30T00:17:29.000","2005-05-30T00:20:14.000",,,"Other","2005-05-30T00:23:35.000","PIERCE ST/OAK ST","SF","94117","B05","21","3641","3","3","3","false",,"1","TRUCK","2","5","5","Hayes Valley","051500005-T05","POINT (-122.43411 37.77355)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","9"
"051500124","T14","05040052","Medical Incident","2005-05-30T00:00:00.000","2005-05-30T00:00:00.000","2005-05-30T10:48:54.000","2005-05-30T10:50:04.000","2005-05-30T10:50:25.000",,,,,"Other",,"23RD AVE/CLEMENT ST","SF","94121","B07","14","7175","3","3","3","false",,"1","TRUCK","5","7","1","Outer Richmond","051500124-T14","POINT (-122.482735 37.782124)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","29"
"051520157","B01","05040557","Alarms","2005-06-01T00:00:00.000","2005-06-01T00:00:00.000","2005-06-01T11:12:08.000","2005-06-01T11:13:02.000","2005-06-01T11:13:09.000","2005-06-01T11:13:50.000",,,,"Other","2005-06-01T11:19:20.000","MASON ST/BEACH ST","SF","94133","B01","28","0945","3","3","3","false",,"1","CHIEF","3","1","3","North Beach","051520157-B01","POINT (-122.41398 37.807484)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","23"
"051520322","M29","05040664","Traffic Collision","2005-06-01T00:00:00.000","2005-06-01T00:00:00.000","2005-06-01T17:36:22.000","2005-06-01T17:37:42.000","2005-06-01T17:38:07.000","2005-06-01T17:39:15.000",,,,"Other",,"23RD ST/MISSION ST","SF","94110","B06","11","5525","3","3","3","true",,"1","MEDIC","4","6","9","Mission","051520322-M29","POINT (-122.418594 37.753838)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","20"
"051530185","M10","05040848","Medical Incident","2005-06-02T00:00:00.000","2005-06-02T00:00:00.000","2005-06-02T12:41:18.000","2005-06-02T12:42:27.000","2005-06-02T12:42:38.000",,,,,"Other",,"BALBOA ST/LA PLAYA","SF","94121","B07","34","7312","3","3","3","true",,"1","MEDIC","4","7","1","Outer Richmond","051530185-M10","POINT (-122.51017 37.775127)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","29"
"051530200","E01","05040855","Medical Incident","2005-06-02T00:00:00.000","2005-06-02T00:00:00.000","2005-06-02T13:08:04.000","2005-06-02T13:10:12.000","2005-06-02T13:12:59.000",,,,,"Other","2005-06-02T13:26:15.000","06TH ST/MINNA ST","SF","94103","B03","01","2251","2","2","2","true",,"1","ENGINE","2","3","6","South of Market","051530200-E01","POINT (-122.40816 37.780537)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","34"
"051540317","T18","05041165","Outside Fire","2005-06-03T00:00:00.000","2005-06-03T00:00:00.000","2005-06-03T17:55:49.000","2005-06-03T17:57:22.000","2005-06-03T17:57:49.000","2005-06-03T17:59:01.000",,,,"Other",,"19TH AVE/SLOAT BLVD","SF","94132","B08","19","7436","3","3","3","false",,"1","TRUCK","3","8","7","Sunset/Parkside","051540317-T18","POINT (-122.475105 37.734627)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","35"
"051540410","M01","05041224","Medical Incident","2005-06-03T00:00:00.000","2005-06-03T00:00:00.000","2005-06-03T21:55:52.000","2005-06-03T21:57:01.000","2005-06-03T21:57:15.000",,,,,"Other",,"BOARDMAN PL/BRYANT ST","SF","94103","B03","08","2255","2","2","2","true",,"1","MEDIC","2","3","6","South of Market","051540410-M01","POINT (-122.40363 37.77516)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","34"
"051590106","T16","05042381","Alarms","2005-06-08T00:00:00.000","2005-06-08T00:00:00.000","2005-06-08T08:54:19.000","2005-06-08T08:55:40.000","2005-06-08T08:57:30.000","2005-06-08T08:59:39.000",,,,"Other","2005-06-08T08:59:40.000","LOMBARD ST/LARKIN ST","SF","94109","B01","41","1625","3","3","3","false",,"1","TRUCK","3","1","2","Russian Hill","051590106-T16","POINT (-122.42126 37.801758)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","32"
"051590217","T16","05042436","Alarms","2005-06-08T00:00:00.000","2005-06-08T00:00:00.000","2005-06-08T13:13:34.000","2005-06-08T13:15:00.000","2005-06-08T13:16:35.000","2005-06-08T13:18:09.000",,,,"Other","2005-06-08T13:28:55.000","JACKSON ST/BUCHANAN ST","SF","94115","B04","38","3465","3","3","3","false",,"1","TRUCK","3","4","2","Pacific Heights","051590217-T16","POINT (-122.43126 37.79289)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","30"
"051600319","M07","05042743","Medical Incident","2005-06-09T00:00:00.000","2005-06-09T00:00:00.000","2005-06-09T16:53:36.000","2005-06-09T16:54:37.000","2005-06-09T16:54:48.000","2005-06-09T16:55:54.000",,,,"Other","2005-06-09T17:00:13.000","CASTRO ST/24TH ST","SF","94114","B06","24","5521","E","E","3","true",,"1","MEDIC","3","6","8","Noe Valley","051600319-M07","POINT (-122.43409 37.751305)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","22"
"051610037","RC1","05042855","Medical Incident","2005-06-10T00:00:00.000","2005-06-09T00:00:00.000","2005-06-10T04:52:29.000","2005-06-10T04:53:47.000","2005-06-10T04:54:37.000",,,,,"Other","2005-06-10T05:01:27.000","TURK ST/TAYLOR ST","SF","94102","B03","01","1365","2","2","2","false",,"1","RESCUE CAPTAIN","2","3","6","Tenderloin","051610037-RC1","POINT (-122.41077 37.783215)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","36"
"051610381","T13","05043081","Alarms","2005-06-10T00:00:00.000","2005-06-10T00:00:00.000","2005-06-10T22:49:54.000","2005-06-10T22:52:05.000","2005-06-10T22:52:19.000","2005-06-10T22:53:50.000",,,,"Other","2005-06-10T22:55:02.000","MONTGOMERY ST/COMMERCIAL ST","SF","94111","B01","13","1233","3","3","3","false",,"1","TRUCK","3","1","3","Chinatown","051610381-T13","POINT (-122.403046 37.794216)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","6"
"051620356","M18","05043349","Medical Incident","2005-06-11T00:00:00.000","2005-06-11T00:00:00.000","2005-06-11T22:05:11.000","2005-06-11T22:09:09.000","2005-06-11T22:09:22.000","2005-06-11T22:09:49.000",,,,"Other",,"47TH AVE/IRVING ST","SF","94122","B08","23","7721","1","1","2","true",,"1","MEDIC","2","8","4","Sunset/Parkside","051620356-M18","POINT (-122.50713 37.762238)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","35"
"051640288","B07","05043858","Alarms","2005-06-13T00:00:00.000","2005-06-13T00:00:00.000","2005-06-13T16:51:12.000","2005-06-13T16:52:28.000","2005-06-13T16:52:34.000","2005-06-13T16:54:51.000",,,,"Other","2005-06-13T16:57:19.000","STANYAN ST/FREDERICK ST","SF","94117","B05","12","4551","3","3","3","false",,"1","CHIEF","2","5","5","Haight Ashbury","051640288-B07","POINT (-122.45295 37.766373)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","14"
"051650132","T11","05044026","Alarms","2005-06-14T00:00:00.000","2005-06-14T00:00:00.000","2005-06-14T09:48:56.000","2005-06-14T09:49:24.000","2005-06-14T09:49:30.000","2005-06-14T09:56:10.000",,,,"Other","2005-06-14T09:59:30.000","26TH ST/BRYANT ST","SF","94110","B06","09","5615","3","3","3","false",,"1","TRUCK","4","6","9","Mission","051650132-T11","POINT (-122.40883 37.7496)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","20"
"051650224","E07","05044077","Medical Incident","2005-06-14T00:00:00.000","2005-06-14T00:00:00.000","2005-06-14T13:24:55.000","2005-06-14T13:26:12.000","2005-06-14T13:26:26.000","2005-06-14T13:29:54.000",,,,"Other","2005-06-14T13:43:20.000","CAPP ST/21ST ST","SF","94110","B06","07","5446","3","E","3","true",,"1","ENGINE","4","6","9","Mission","051650224-E07","POINT (-122.41781 37.7571)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","20"
